office_name,website,root_domain,raw_place,normalized_place,gemeente,plaats,place_status,place_review_reason,provincie,aanbod_url,aanbod_url_quality,aanbod_detection_method,aanbod_detection_score,aanbod_validation_reason,confidence,needs_review,source_adapter,source_origin,score,status,review_reason,rejection_reason,notes,osm_type,osm_id,osm_website,osm_contact_website,osm_city,osm_postcode,osm_phone,osm_contact_phone,osm_email,osm_contact_email,osm_lat,osm_lon,evidence
Dragt Makelaars o.g.,http://www.dragtmakelaars.nl,dragtmakelaars.nl,Meierijstad,Meierijstad,Meierijstad,Meierijstad,current_gemeente,,Noord-Brabant,https://www.dragtmakelaars.nl/koopwoningen,suspect,browser_audit,100,property_detail,0.65,true,seed,seed,90,valid,missing koopaanbod_url; property_detail,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,woningen,koop | aanbod_url_status=suspect | aanbod_url_reason=property_detail | aanbod_detection_method=browser_audit | aanbod_detection_score=100"
Ketelaars Van Zutphen Makelaardij,http://www.ketelaarsvanzutphen.nl,ketelaarsvanzutphen.nl,Meierijstad,Meierijstad,Meierijstad,Meierijstad,current_gemeente,,Noord-Brabant,http://www.ketelaarsvanzutphen.nl/aanbod/woningaanbod/koop,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Korsten Makelaardij b.v.,http://www.korsten.nl,korsten.nl,Meierijstad,Meierijstad,Meierijstad,Meierijstad,current_gemeente,,Noord-Brabant,http://www.korsten.nl/aanbod/woningaanbod/veghel/koop/huis-9042872-Binnenveld-4,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Leenders Makelaardij,http://www.leendersmakelaardij.nl,leendersmakelaardij.nl,Meierijstad,Meierijstad,Meierijstad,Meierijstad,current_gemeente,,Noord-Brabant,http://www.leendersmakelaardij.nl/aanbod/woningaanbod/erp/koop/huis-10242176-Hezelstraat-3,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Makelaardij o.g. Van den Berg,http://www.vandenbergmakelaardij.nl,vandenbergmakelaardij.nl,Meierijstad,Meierijstad,Meierijstad,Meierijstad,current_gemeente,,Noord-Brabant,http://www.vandenbergmakelaardij.nl/woningen,valid,existing_seed_url,75,url contains listing signal 'woningen',0.85,false,seed,seed,90,valid,url contains listing signal 'woningen',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,woningen | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'woningen' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Makelaardij OLAV,http://www.makelaardijolav.nl,makelaardijolav.nl,Meierijstad,Meierijstad,Meierijstad,Meierijstad,current_gemeente,,Noord-Brabant,http://www.makelaardijolav.nl/zoek-in-ons-aanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Meierijstad Makelaardij,http://www.demakelaarvanhier.nl,demakelaarvanhier.nl,Meierijstad,Meierijstad,Meierijstad,Meierijstad,current_gemeente,,Noord-Brabant,https://demakelaarvanhier.nl/aanbod/koop-woning,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,100,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Raadhage Makelaardij,http://www.raadhage.nl,raadhage.nl,Meierijstad,Meierijstad,Meierijstad,Meierijstad,current_gemeente,,Noord-Brabant,http://www.raadhage.nl/aanbod/woningaanbod/koop,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Statig Wonen makelaars,http://www.statigwonen.nl,statigwonen.nl,Meierijstad,Meierijstad,Meierijstad,Meierijstad,current_gemeente,,Noord-Brabant,https://www.statigwonen.nl/stille-verkoop,valid,existing_seed_url,75,url contains listing signal 'koop',0.85,false,seed,seed,90,valid,url contains listing signal 'koop',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,wonen,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'koop' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Trieling & Jacobs woning- en bedrijfsmakelaars,http://www.trielingjacobs.nl,trielingjacobs.nl,Meierijstad,Meierijstad,Meierijstad,Meierijstad,current_gemeente,,Noord-Brabant,http://www.trielingjacobs.nl/aanbod/woningaanbod/helmond/koop/huis-10205650-Malaxisbeek-8,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Van den Hurk Makelaars,http://www.vandenhurkmakelaars.nl,vandenhurkmakelaars.nl,Meierijstad,Meierijstad,Meierijstad,Meierijstad,current_gemeente,,Noord-Brabant,http://www.vandenhurkmakelaars.nl/aanbod/woningaanbod/beek-en-donk/koop/huis-9330646-Hugo-Thijssensplein-1,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Van der Krabben Makelaardij Uden B.V.,http://www.krabben.nl,krabben.nl,Meierijstad,Meierijstad,Meierijstad,Meierijstad,current_gemeente,,Noord-Brabant,https://www.krabben.nl/wonen/aanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,wonen,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Van der Loo Makelaardij o.z.,http://www.vanderloomakelaardij.nl,vanderloomakelaardij.nl,Meierijstad,Meierijstad,Meierijstad,Meierijstad,current_gemeente,,Noord-Brabant,http://www.vanderloomakelaardij.nl/aanbod/woningaanbod/koop,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
ZoDus Makelaars,https://www.zodus.nl,zodus.nl,Meierijstad,Meierijstad,Meierijstad,Meierijstad,current_gemeente,,Noord-Brabant,,missing,failed,0,missing aanbod_url,0.65,true,seed,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | aanbod_detection_method=failed | aanbod_detection_score=0 | suggested_aanbod_paths=https://www.zodus.nl/aanbod,https://www.zodus.nl/woningaanbod,https://www.zodus.nl/koopwoningen"
Advema B.V.,http://www.advema.nl,advema.nl,Moerdijk,Moerdijk,Moerdijk,Moerdijk,current_gemeente,,Noord-Brabant,,missing,failed,0,missing aanbod_url,0.65,true,seed,seed,20,missing,missing koopaanbod_url; missing aanbod_url,,,,,,,,,,,,,,,"website_exists=true | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | aanbod_detection_method=failed | aanbod_detection_score=0 | suggested_aanbod_paths=http://www.advema.nl/aanbod,http://www.advema.nl/woningaanbod,http://www.advema.nl/koopwoningen"
Bon Makelaardij B.V.,http://www.bonmakelaardij.nl,bonmakelaardij.nl,Moerdijk,Moerdijk,Moerdijk,Moerdijk,current_gemeente,,Noord-Brabant,http://www.bonmakelaardij.nl/aanbod/woningaanbod/zevenbergen/koop/huis-10282264-Hoefbladstraat-6,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
MarQuis Makelaars & taxateurs,http://www.marquis.nl,marquis.nl,Moerdijk,Moerdijk,Moerdijk,Moerdijk,current_gemeente,,Noord-Brabant,http://www.marquis.nl/nl/aanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Overwater Rentmeesterskantoor,https://www.ovtr.nl,ovtr.nl,Moerdijk,Moerdijk,Moerdijk,Moerdijk,current_gemeente,,Noord-Brabant,https://www.ovtr.nl/aanbod-objecten,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,70,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,website_exists=true | makelaar_signals=aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75
Overwater Rentmeesterskantoor B.V.,,,Moerdijk,Moerdijk,Moerdijk,Moerdijk,current_gemeente,,Noord-Brabant,,missing,failed,0,missing aanbod_url,0.40,true,seed,seed,0,rejected,missing website; missing koopaanbod_url; missing domain; missing root_domain; missing aanbod_url,scored_rejected,,,,,,,,,,,,,,website_exists=false | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | aanbod_detection_method=failed | aanbod_detection_score=0
Van Hoogdalem Makelaardij,http://www.hoogdalem-makelaardij.nl,hoogdalem-makelaardij.nl,Moerdijk,Moerdijk,Moerdijk,Moerdijk,current_gemeente,,Noord-Brabant,http://www.hoogdalem-makelaardij.nl/aanbod/woningaanbod/koop,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Van Wensen Makelaars B.V.,http://www.vanwensenmakelaars.nl,vanwensenmakelaars.nl,Moerdijk,Moerdijk,Moerdijk,Moerdijk,current_gemeente,,Noord-Brabant,http://www.vanwensenmakelaars.nl/aanbod/woningaanbod/rotterdam/koop/huis-10367727-Bommelerwaard-8,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Waltmann Bedrijfshuisvesting,https://www.waltmann.nu,waltmann.nu,Moerdijk,Moerdijk,Moerdijk,Moerdijk,current_gemeente,,Noord-Brabant,https://www.waltmann.nu/aanbod/beleggingsobjecten,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,40,suspect,url contains listing signal 'aanbod',,,,,,,,,,,,,,,website_exists=true | makelaar_signals=aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75
Woonschuijt Makelaars,http://www.woonschuijt.nl,woonschuijt.nl,Moerdijk,Moerdijk,Moerdijk,Moerdijk,current_gemeente,,Noord-Brabant,http://www.woonschuijt.nl/wonen/diensten/huis-verkopen,suspect,existing_seed_url,25,contains excluded token 'diensten',0.65,true,seed,seed,20,missing,suspect koopaanbod_url: contains excluded token 'diensten'; contains excluded token 'diensten',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,wonen | aanbod_url_status=suspect | aanbod_url_reason=contains excluded token 'diensten' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=25"
Hoogveldt Makelaardij,https://hoogveldtmakelaardij.nl,hoogveldtmakelaardij.nl,Nuenen Gerwen En Nederwetten,"Nuenen, Gerwen en Nederwetten","Nuenen, Gerwen en Nederwetten",Nuenen Gerwen En Nederwetten,alias,,Noord-Brabant,,missing,failed,0,missing aanbod_url,0.65,true,seed,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | aanbod_detection_method=failed | aanbod_detection_score=0 | suggested_aanbod_paths=https://hoogveldtmakelaardij.nl/aanbod,https://hoogveldtmakelaardij.nl/woningaanbod,https://hoogveldtmakelaardij.nl/koopwoningen"
KJB Makelaardij,http://www.kjbmakelaardij.nl,kjbmakelaardij.nl,Nuenen Gerwen En Nederwetten,"Nuenen, Gerwen en Nederwetten","Nuenen, Gerwen en Nederwetten",Nuenen Gerwen En Nederwetten,alias,,Noord-Brabant,http://www.kjbmakelaardij.nl/aanbod/woningaanbod/koop,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Makelaarsplein,http://www.makelaarsplein.com,makelaarsplein.com,Nuenen Gerwen En Nederwetten,"Nuenen, Gerwen en Nederwetten","Nuenen, Gerwen en Nederwetten",Nuenen Gerwen En Nederwetten,alias,,Noord-Brabant,http://www.makelaarsplein.com/aanbod/woningaanbod/eindhoven/koop/huis-10094784-Tongelresestraat-4F,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Metselaars Makelaardij b.v.,http://www.metselaarsmakelaardij.nl,metselaarsmakelaardij.nl,Nuenen Gerwen En Nederwetten,"Nuenen, Gerwen en Nederwetten","Nuenen, Gerwen en Nederwetten",Nuenen Gerwen En Nederwetten,alias,,Noord-Brabant,https://metselaarsmakelaardij.nl/nl/stille-verkoop,valid,existing_seed_url,75,url contains listing signal 'koop',0.85,false,seed,seed,90,valid,url contains listing signal 'koop',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'koop' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Van den Buijs Garantiemakelaars,http://www.vandenbuijsmakelaars.nl,vandenbuijsmakelaars.nl,Nuenen Gerwen En Nederwetten,"Nuenen, Gerwen en Nederwetten","Nuenen, Gerwen en Nederwetten",Nuenen Gerwen En Nederwetten,alias,,Noord-Brabant,http://www.vandenbuijsmakelaars.nl/woningaanbod/koop,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Van Roon Makelaardij & Taxaties B.V.,http://www.vrmt.nl,vrmt.nl,Nuenen Gerwen En Nederwetten,"Nuenen, Gerwen en Nederwetten","Nuenen, Gerwen en Nederwetten",Nuenen Gerwen En Nederwetten,alias,,Noord-Brabant,http://www.vrmt.nl/aanbod/woningaanbod/son-en-breugel/koop/huis-10201980-Kanaaldijk-Noord-16,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,60,suspect,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Van Santvoort Makelaars B.V.,http://www.vansantvoort.nl,vansantvoort.nl,Nuenen Gerwen En Nederwetten,"Nuenen, Gerwen en Nederwetten","Nuenen, Gerwen en Nederwetten",Nuenen Gerwen En Nederwetten,alias,,Noord-Brabant,https://www.vansantvoort.nl/woningen-zoeken?type=koopwoningen,valid,existing_seed_url,75,url contains listing signal 'woningen',0.85,false,seed,seed,90,valid,url contains listing signal 'woningen',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,woningen,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'woningen' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Van Tuijl makelaardij,https://www.vantuijl-makelaardij.nl,vantuijl-makelaardij.nl,Nuenen Gerwen En Nederwetten,"Nuenen, Gerwen en Nederwetten","Nuenen, Gerwen en Nederwetten",Nuenen Gerwen En Nederwetten,alias,,Noord-Brabant,https://vantuijl-makelaardij.nl/woning-kopen,suspect,existing_seed_url,30,missing listing signal,0.65,true,seed,seed,40,suspect,suspect koopaanbod_url: missing listing signal; missing listing signal,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=suspect | aanbod_url_reason=missing listing signal | aanbod_detection_method=existing_seed_url | aanbod_detection_score=30"
